Body_Level,Gender,Age,Height,Weight,H_Cal_Consump,Veg_Consump,Water_Consump,Smoking,Meal_Count,Fam_Hist,H_Cal_Burn,Phys_Act,Time_E_Dev,Alcohol_Consump_Always,Alcohol_Consump_Frequently,Alcohol_Consump_Sometimes,Alcohol_Consump_no,Food_Between_Meals_Always,Food_Between_Meals_Frequently,Food_Between_Meals_Sometimes,Food_Between_Meals_no,Transport_Automobile,Transport_Bike,Transport_Motorbike,Transport_Public_Transportation,Transport_Walking,BMI
3,0,-0.47586114003366964,0.6359078544692962,1.8029043445576522,1,1.0694867403021142,1.4319392073800699,0,0.4021545297228099,1,0,0.45594600981452665,0.2591519654361368,0,0,1,0,0,0,1,0,0,0,0,1,0,1.681829558685125
3,0,-0.583647001946606,0.39224293389199005,1.5825219826632386,1,1.0694867403021142,-0.3355588300805703,0,0.4021545297228099,1,0,0.4787225199732553,0.5215081587901713,0,0,1,0,0,0,1,0,0,0,0,1,0,1.5864710235275574
0,1,-0.9951715331379196,0.3920844079634386,-1.381593810445652,1,-1.0188163962862469,-1.163336806161922,0,0.4021545297228099,1,0,-0.4004796631314135,1.38274272758615,0,0,1,0,0,0,1,0,0,0,0,1,0,-1.6313203564451444
3,0,0.2558817287767495,-0.8295058290512332,0.6095842869995246,1,1.0694867403021142,-1.5186293576925753,0,0.4021545297228099,1,0,-1.1509133375657736,-0.1777761222822433,0,0,1,0,0,0,1,0,0,0,0,1,0,1.155469263585706
3,1,-0.5480921653582886,0.9699219859251318,0.7275675056861106,1,-0.780555062614079,-1.3703268575388783,0,0.4021545297228099,1,0,-1.2067522563937776,-0.20441934876767515,0,0,1,0,0,0,1,0,0,0,0,1,0,0.3962329769031592
1,0,-0.9951715331379196,-1.2851410528909888,-1.4671944985413008,1,-0.780555062614079,-0.008257040986224574,0,0.4021545297228099,0,0,-0.02735860585709835,-1.0755002914189622,0,0,0,1,0,0,1,0,0,0,0,1,0,-1.3057423673273294
3,1,0.39293127469381184,0.5742412682631637,0.9800531376783496,1,-1.838244311801099,0.18160505695200227,0,0.4021545297228099,1,0,-0.6367664190965523,0.07649073858096045,0,0,1,0,0,0,1,0,1,0,0,0,0,0.8418622388285222
1,0,-0.9951715331379196,-2.1306126718268206,-1.3910602310625577,1,1.0694867403021142,-0.008257040986224574,0,0.4021545297228099,1,0,-1.2114150707525357,0.5774078595477135,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.9316276162643714
1,0,-0.9951715331379196,-0.8624052434230728,-1.2007245623657004,1,-0.780555062614079,-1.6209068327882432,0,0.4021545297228099,1,0,-0.02735860585709835,0.5774078595477135,0,0,0,1,0,1,0,0,0,0,0,1,0,-1.089673644977059
1,0,-0.520558603686323,-1.9192447670928627,-1.162657428626329,0,1.0694867403021142,1.604392750815794,1,0.4021545297228099,1,1,2.3407543239337767,-1.0755002914189622,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.6797630216638157
2,1,0.39046344566497365,1.0588233266562352,0.016708131314154512,1,0.42744453293447254,-0.008257040986224574,0,-0.24531175185764498,0,0,1.1566978590383392,-0.9158062233214679,0,0,0,1,0,0,1,0,1,0,0,0,0,-0.3606218029130773
3,0,-0.7669360289241102,-0.7798449398339896,-0.17291195140267007,1,-2.4796612050393545,-1.4313237232639977,0,0.23853428437182214,1,0,-1.2114150707525357,1.5969645826758843,0,0,1,0,0,0,1,0,0,0,0,1,0,0.15826348345109684
0,0,-0.6383233606452888,-1.7689304816413098,-1.7234397167959072,1,0.4657033974187795,-1.2192376985449471,0,0.12305803021701271,0,0,-1.1600128114984951,-0.40823118832262106,0,0,1,0,0,1,0,0,0,0,0,1,0,-1.5175321309798113
3,0,0.26925236602095,-1.00535335739465,0.7008921139867812,1,1.0694867403021142,0.525728396024635,0,0.4021545297228099,1,0,-1.1363660198380683,-0.14712624643886826,0,0,1,0,0,0,1,0,0,0,0,1,0,1.372849849600608
0,1,-0.6819570585187311,0.5469959453429568,-1.2008245266589,1,-0.780555062614079,1.5667728564726369,0,1.0281630406258708,1,0,1.0963938632812147,2.2303160105143887,0,0,0,1,0,0,1,0,0,0,0,1,0,-1.4729175260834195
3,1,0.37873069764031037,1.2463595001314383,1.2101693798713213,1,-0.8255573294700154,0.5690215923353525,0,0.4021545297228099,1,0,-0.37755988214043257,-1.0577794631324484,0,0,1,0,0,0,1,0,0,0,0,1,0,0.7574843957386445
3,0,0.2640987024243451,-0.6288648454825234,0.7013666969431099,1,1.0694867403021142,-0.8436064078400866,0,0.4021545297228099,1,0,-0.969739673815658,0.0108256564675074,0,0,1,0,0,0,1,0,0,0,0,1,0,1.155372809683942
1,0,-0.3623542938691242,-1.2851410528909888,-1.0865231611475858,1,-0.780555062614079,-1.6209068327882432,0,-2.127944595073082,1,0,-1.2114150707525357,-1.0755002914189622,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.80529160044763
1,0,-1.1533758429551184,-0.5453533863221383,-0.7439189574932424,1,1.0694867403021142,-0.008257040986224574,0,-2.127944595073082,1,0,-0.02735860585709835,0.5774078595477135,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.6333497681890674
3,0,-0.7899799104877733,1.222432653315556,2.10798703070051,1,1.0694867403021142,1.1200737020928528,0,0.4021545297228099,1,0,0.5893193140768136,0.18730500683806822,0,0,1,0,0,0,1,0,0,0,0,1,0,1.6608419209822323
2,0,-0.963796138006353,-1.6725995590588065,-0.5611974007526666,0,1.0694867403021142,-0.008257040986224574,0,0.5123643825493565,1,0,0.4508486467331518,0.5774078595477135,0,0,0,1,0,0,1,0,0,0,0,1,0,0.05807187128538181
3,1,0.529131579875776,1.105715296321464,1.289763112330031,1,1.021396753677111,0.9042253654095284,0,0.4021545297228099,1,0,-0.39409759878562706,1.1388858822577343,0,0,1,0,0,0,1,0,0,0,0,1,0,0.9035955145244579
2,0,1.5146222963097464,-0.23570997428212478,-0.3497179136272812,1,0.6403140428616155,-0.21211048851812592,0,-0.6894972192563742,1,0,-0.0664644387232,0.0682195861935232,0,0,0,1,0,0,1,0,1,0,0,0,0,-0.28093681144534444
3,0,0.2704629453996712,-0.7824341966669811,0.7971399509865299,1,1.0694867403021142,1.100242947603063,0,0.4021545297228099,1,0,-1.2114150707525357,-0.3967319063163459,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3612562439539817
2,1,-0.6373252496546519,1.1195704624767757,-0.04667657753119682,1,-0.780555062614079,-0.05984409517617942,0,0.4021545297228099,1,0,0.05867730499513393,0.20840933810961074,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.44554680871391905
3,1,-0.9670075272913325,1.6188425902488575,1.074732266163832,1,-0.780555062614079,0.2500394635169126,0,-1.046914202219791,1,0,-0.02735860585709835,2.2303160105143887,0,0,1,0,0,0,1,0,0,0,0,1,0,0.46018714296374996
3,0,-0.5408614373780939,0.8544622679642089,1.9532371276973575,1,1.0694867403021142,1.199470901942433,0,0.4021545297228099,1,0,1.1438757115799865,0.30057053788305976,0,0,1,0,0,0,1,0,0,0,0,1,0,1.7127815257637955
3,1,2.4171378581264817,0.8844025316697726,0.5287271825062728,1,0.8322521798305647,1.1066032383819304,0,-1.1251461322080425,1,0,1.8028457603270338,0.4185683449642688,0,1,0,0,0,0,1,0,1,0,0,0,0,0.22877676391733684
2,0,1.2638070819772769,-0.5874155993641944,-0.471836288917708,1,0.8570612404076707,-1.593482110428858,0,-0.1508049592491441,1,0,-0.514392999393144,0.4390445711384439,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.28888719037453875
3,0,-0.9466637186833191,0.46498519830618135,1.769821759377248,1,1.0694867403021142,1.5791112400297136,0,0.4021545297228099,1,0,0.6671201122156981,-0.04185417921195168,0,0,1,0,0,0,1,0,0,0,0,1,0,1.7465325150183617
2,1,4.858387930098438,0.8285379944485886,-0.0967776839239271,0,1.0694867403021142,1.604392750815794,0,1.6672040921207558,1,1,2.3407543239337767,-1.0755002914189622,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.39571930637183855
2,0,2.4853232828404552,-1.2851410528909888,-0.8961874924507284,1,-0.780555062614079,-0.008257040986224574,0,0.4021545297228099,0,0,2.3407543239337767,0.5774078595477135,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.55506621700778
3,1,-0.6787629135035219,2.942217041788166,1.463974799390304,1,-0.780555062614079,1.604392750815794,0,0.4021545297228099,1,0,-0.02735860585709835,0.5774078595477135,0,0,1,0,1,0,0,0,0,0,0,1,0,0.2755053842796986
1,0,-0.520558603686323,-1.8135608147258837,-1.2768588298444432,1,1.0694867403021142,-0.008257040986224574,0,0.4021545297228099,0,0,1.1566978590383392,0.5774078595477135,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.8793255619882504
0,0,-0.4610063881590744,0.22114061500984966,-1.3593492047107827,0,1.0694867403021142,-0.7031768639699667,0,0.7629049182831449,0,0,-0.5650019408157047,-0.29907148112463083,0,0,1,0,0,1,0,0,0,0,0,1,0,-1.5675331374684718
0,0,-0.31029858956256323,-1.0907565593024058,-1.58450769760694,0,0.8588724313327257,0.48653778078426224,0,-0.4501941187853667,0,0,0.4727513232207875,-1.0755002914189622,0,0,0,1,0,1,0,0,0,0,0,1,0,-1.5114057255907165
3,1,0.6649290968849456,1.225613740281801,1.3046942983980256,1,1.0125665041517917,1.2947381883931373,0,0.4021545297228099,1,0,-0.048512958658920295,0.8947629187170131,0,0,1,0,0,0,1,0,0,0,0,1,0,0.8610398925736965
3,1,1.9591170802798932,0.956415576812633,0.5612418441184196,1,-0.36932407057826205,1.2683229848034205,0,-1.3957958957857084,1,0,1.5735934838198389,-0.5501300472668083,0,0,1,0,0,0,1,0,1,0,0,0,0,0.23212338310036587
3,0,-0.9709858910703056,-0.07010322092307045,0.22710213412096175,1,-0.5810206540023557,-1.0018202536141991,0,0.4021545297228099,1,0,0.008785901790299838,0.29874738019254354,0,0,1,0,0,0,1,0,0,0,0,1,0,0.31492578607259153
3,0,0.2704629453996712,-0.6072736140139494,0.9669148755423452,1,1.0694867403021142,1.2222028134076748,0,0.4021545297228099,1,0,-1.2114150707525357,-0.9071234968044398,0,0,1,0,0,0,1,0,0,0,0,1,0,1.4656908366356756
